,pod,job,size,start_time,finished_time,elapsed_time,experiment
28,lmp-1-10-size-8-2-2-2-6-qvwgs,lmp-1-10-size-8-2-2-2,8,2024-04-14T19:33:56Z,2024-04-14T19:36:48Z,172,autoscaling
29,lmp-1-10-size-8-2-2-2-7-dg54r,lmp-1-10-size-8-2-2-2,8,2024-04-14T19:34:01Z,2024-04-14T19:36:48Z,167,autoscaling
30,lmp-1-4-size-4-2-2-2-0-6hgvt,lmp-1-4-size-4-2-2-2,4,2024-04-14T19:35:31Z,2024-04-14T19:36:08Z,37,autoscaling
31,lmp-1-4-size-4-2-2-2-1-65t2p,lmp-1-4-size-4-2-2-2,4,2024-04-14T19:33:58Z,2024-04-14T19:36:07Z,129,autoscaling
32,lmp-1-4-size-4-2-2-2-2-fn7dk,lmp-1-4-size-4-2-2-2,4,2024-04-14T19:34:01Z,2024-04-14T19:36:07Z,126,autoscaling
33,lmp-1-4-size-4-2-2-2-3-fh45g,lmp-1-4-size-4-2-2-2,4,2024-04-14T19:33:58Z,2024-04-14T19:36:07Z,129,autoscaling
34,lmp-1-7-size-6-2-2-2-0-jk72s,lmp-1-7-size-6-2-2-2,6,2024-04-14T19:35:31Z,2024-04-14T19:36:07Z,36,autoscaling
35,lmp-1-7-size-6-2-2-2-1-64zsm,lmp-1-7-size-6-2-2-2,6,2024-04-14T19:33:54Z,2024-04-14T19:36:06Z,132,autoscaling
36,lmp-1-7-size-6-2-2-2-2-qpzj8,lmp-1-7-size-6-2-2-2,6,2024-04-14T19:33:59Z,2024-04-14T19:36:06Z,127,autoscaling
37,lmp-1-7-size-6-2-2-2-3-jp9s9,lmp-1-7-size-6-2-2-2,6,2024-04-14T19:35:31Z,2024-04-14T19:36:06Z,35,autoscaling
38,lmp-1-7-size-6-2-2-2-4-f8ssx,lmp-1-7-size-6-2-2-2,6,2024-04-14T19:33:59Z,2024-04-14T19:36:06Z,127,autoscaling
39,lmp-1-7-size-6-2-2-2-5-k22hr,lmp-1-7-size-6-2-2-2,6,2024-04-14T19:34:11Z,2024-04-14T19:36:06Z,115,autoscaling
40,lmp-2-11-size-8-2-2-2-0-8r6sj,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:33:20Z,2024-04-14T19:36:18Z,178,autoscaling
41,lmp-2-11-size-8-2-2-2-1-9z7z9,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:33:21Z,2024-04-14T19:36:18Z,177,autoscaling
42,lmp-2-11-size-8-2-2-2-2-bk7dw,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:33:21Z,2024-04-14T19:36:18Z,177,autoscaling
43,lmp-2-11-size-8-2-2-2-3-sf8zn,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:35:41Z,2024-04-14T19:36:18Z,37,autoscaling
44,lmp-2-11-size-8-2-2-2-4-qggl7,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:33:21Z,2024-04-14T19:36:18Z,177,autoscaling
45,lmp-2-11-size-8-2-2-2-5-c7fm9,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:33:21Z,2024-04-14T19:36:18Z,177,autoscaling
46,lmp-2-11-size-8-2-2-2-6-vg5gq,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:33:21Z,2024-04-14T19:36:18Z,177,autoscaling
47,lmp-2-11-size-8-2-2-2-7-kcp4g,lmp-2-11-size-8-2-2-2,8,2024-04-14T19:35:41Z,2024-04-14T19:36:18Z,37,autoscaling
48,lmp-2-2-size-2-2-2-2-0-kkfcr,lmp-2-2-size-2-2-2-2,2,2024-04-14T19:36:08Z,2024-04-14T19:36:45Z,37,autoscaling
49,lmp-2-2-size-2-2-2-2-1-d9sgr,lmp-2-2-size-2-2-2-2,2,2024-04-14T19:33:48Z,2024-04-14T19:36:44Z,176,autoscaling
50,lmp-2-5-size-4-2-2-2-0-fgcxx,lmp-2-5-size-4-2-2-2,4,2024-04-14T19:33:48Z,2024-04-14T19:35:18Z,90,autoscaling
51,lmp-2-5-size-4-2-2-2-1-rww7f,lmp-2-5-size-4-2-2-2,4,2024-04-14T19:34:02Z,2024-04-14T19:35:18Z,76,autoscaling
52,lmp-2-5-size-4-2-2-2-2-w2ths,lmp-2-5-size-4-2-2-2,4,2024-04-14T19:33:54Z,2024-04-14T19:35:17Z,83,autoscaling
53,lmp-2-5-size-4-2-2-2-3-pdmzv,lmp-2-5-size-4-2-2-2,4,2024-04-14T19:33:54Z,2024-04-14T19:35:17Z,83,autoscaling
54,lmp-2-8-size-6-2-2-2-0-44vqx,lmp-2-8-size-6-2-2-2,6,2024-04-14T19:35:42Z,2024-04-14T19:36:19Z,37,autoscaling
55,lmp-2-8-size-6-2-2-2-1-5frhc,lmp-2-8-size-6-2-2-2,6,2024-04-14T19:34:02Z,2024-04-14T19:36:19Z,137,autoscaling
56,lmp-2-8-size-6-2-2-2-2-cx8wn,lmp-2-8-size-6-2-2-2,6,2024-04-14T19:33:54Z,2024-04-14T19:36:19Z,145,autoscaling
57,lmp-2-8-size-6-2-2-2-3-lx878,lmp-2-8-size-6-2-2-2,6,2024-04-14T19:34:01Z,2024-04-14T19:36:19Z,138,autoscaling
58,lmp-2-8-size-6-2-2-2-4-ktrrn,lmp-2-8-size-6-2-2-2,6,2024-04-14T19:34:03Z,2024-04-14T19:36:19Z,136,autoscaling
59,lmp-2-8-size-6-2-2-2-5-bnzdx,lmp-2-8-size-6-2-2-2,6,2024-04-14T19:34:02Z,2024-04-14T19:36:19Z,137,autoscaling
0,lmp-0-0-size-2-2-2-2-0-k5mqq,lmp-0-0-size-2-2-2-2,2,2024-04-14T20:21:11Z,2024-04-14T20:21:51Z,40,static-max-size
1,lmp-0-0-size-2-2-2-2-1-2x92s,lmp-0-0-size-2-2-2-2,2,2024-04-14T20:21:11Z,2024-04-14T20:21:49Z,38,static-max-size
2,lmp-0-3-size-4-2-2-2-0-5j9rq,lmp-0-3-size-4-2-2-2,4,2024-04-14T20:20:23Z,2024-04-14T20:21:06Z,43,static-max-size
3,lmp-0-3-size-4-2-2-2-1-b4crh,lmp-0-3-size-4-2-2-2,4,2024-04-14T20:20:23Z,2024-04-14T20:21:05Z,42,static-max-size
4,lmp-0-3-size-4-2-2-2-2-sgsmr,lmp-0-3-size-4-2-2-2,4,2024-04-14T20:20:23Z,2024-04-14T20:21:05Z,42,static-max-size
5,lmp-0-3-size-4-2-2-2-3-6nvnk,lmp-0-3-size-4-2-2-2,4,2024-04-14T20:20:23Z,2024-04-14T20:21:05Z,42,static-max-size
6,lmp-0-6-size-6-2-2-2-0-rwdl5,lmp-0-6-size-6-2-2-2,6,2024-04-14T20:21:07Z,2024-04-14T20:21:49Z,42,static-max-size
7,lmp-0-6-size-6-2-2-2-1-dqxcq,lmp-0-6-size-6-2-2-2,6,2024-04-14T20:21:07Z,2024-04-14T20:21:47Z,40,static-max-size
8,lmp-0-6-size-6-2-2-2-2-7f98j,lmp-0-6-size-6-2-2-2,6,2024-04-14T20:21:07Z,2024-04-14T20:21:47Z,40,static-max-size
9,lmp-0-6-size-6-2-2-2-3-s6hkt,lmp-0-6-size-6-2-2-2,6,2024-04-14T20:21:07Z,2024-04-14T20:21:47Z,40,static-max-size
10,lmp-0-6-size-6-2-2-2-4-lgkjc,lmp-0-6-size-6-2-2-2,6,2024-04-14T20:21:07Z,2024-04-14T20:21:47Z,40,static-max-size
11,lmp-0-6-size-6-2-2-2-5-ltbtz,lmp-0-6-size-6-2-2-2,6,2024-04-14T20:21:07Z,2024-04-14T20:21:47Z,40,static-max-size
12,lmp-0-9-size-8-2-2-2-0-f6sdv,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:05Z,43,static-max-size
13,lmp-0-9-size-8-2-2-2-1-9x6vt,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
14,lmp-0-9-size-8-2-2-2-2-ntndz,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
15,lmp-0-9-size-8-2-2-2-3-qrrzk,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
16,lmp-0-9-size-8-2-2-2-4-mxcx5,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
17,lmp-0-9-size-8-2-2-2-5-8fdvz,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
18,lmp-0-9-size-8-2-2-2-6-lwnhf,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
19,lmp-0-9-size-8-2-2-2-7-d2dzz,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:23Z,2024-04-14T20:21:03Z,40,static-max-size
20,lmp-1-1-size-2-2-2-2-0-q6npd,lmp-1-1-size-2-2-2-2,2,2024-04-14T20:21:11Z,2024-04-14T20:21:48Z,37,static-max-size
21,lmp-1-1-size-2-2-2-2-1-jsk2k,lmp-1-1-size-2-2-2-2,2,2024-04-14T20:21:11Z,2024-04-14T20:21:47Z,36,static-max-size
22,lmp-1-10-size-8-2-2-2-0-t7spt,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:03Z,44,static-max-size
23,lmp-1-10-size-8-2-2-2-1-vs9qd,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
24,lmp-1-10-size-8-2-2-2-2-bkd44,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
25,lmp-1-10-size-8-2-2-2-3-8lxbw,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
26,lmp-1-10-size-8-2-2-2-4-4dqxw,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
27,lmp-1-10-size-8-2-2-2-5-4lc7r,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
28,lmp-1-10-size-8-2-2-2-6-7n9n9,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
29,lmp-1-10-size-8-2-2-2-7-sv8nf,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
30,lmp-1-4-size-4-2-2-2-0-nq4f6,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:20:24Z,2024-04-14T20:21:46Z,82,static-max-size
31,lmp-1-4-size-4-2-2-2-1-p6jmq,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:20:24Z,2024-04-14T20:21:45Z,81,static-max-size
32,lmp-1-4-size-4-2-2-2-2-vwgfd,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:21:03Z,2024-04-14T20:21:45Z,42,static-max-size
33,lmp-1-4-size-4-2-2-2-3-wjswm,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:21:11Z,2024-04-14T20:21:45Z,34,static-max-size
34,lmp-1-7-size-6-2-2-2-0-krp2c,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:01Z,43,static-max-size
35,lmp-1-7-size-6-2-2-2-1-gh9f9,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
36,lmp-1-7-size-6-2-2-2-2-trqw4,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
37,lmp-1-7-size-6-2-2-2-3-jt6h8,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
38,lmp-1-7-size-6-2-2-2-4-bsqj6,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:19Z,2024-04-14T20:21:00Z,41,static-max-size
39,lmp-1-7-size-6-2-2-2-5-lwj6r,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
40,lmp-2-11-size-8-2-2-2-0-t7v8h,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:21:01Z,41,static-max-size
41,lmp-2-11-size-8-2-2-2-1-6chxj,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
42,lmp-2-11-size-8-2-2-2-2-dvjdq,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
43,lmp-2-11-size-8-2-2-2-3-d8xgc,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
44,lmp-2-11-size-8-2-2-2-4-wr2n9,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
45,lmp-2-11-size-8-2-2-2-5-kq4zq,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
46,lmp-2-11-size-8-2-2-2-6-gtcs6,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
47,lmp-2-11-size-8-2-2-2-7-hhlvn,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
48,lmp-2-2-size-2-2-2-2-0-h66wl,lmp-2-2-size-2-2-2-2,2,2024-04-14T20:20:21Z,2024-04-14T20:21:03Z,42,static-max-size
49,lmp-2-2-size-2-2-2-2-1-w7xjb,lmp-2-2-size-2-2-2-2,2,2024-04-14T20:20:21Z,2024-04-14T20:21:02Z,41,static-max-size
50,lmp-2-5-size-4-2-2-2-0-fzg4n,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:21Z,2024-04-14T20:21:04Z,43,static-max-size
51,lmp-2-5-size-4-2-2-2-1-rbtf9,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:22Z,2024-04-14T20:21:04Z,42,static-max-size
52,lmp-2-5-size-4-2-2-2-2-9w6w6,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:22Z,2024-04-14T20:21:04Z,42,static-max-size
53,lmp-2-5-size-4-2-2-2-3-qspfn,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:22Z,2024-04-14T20:21:04Z,42,static-max-size
54,lmp-2-8-size-6-2-2-2-0-zjqtd,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
55,lmp-2-8-size-6-2-2-2-1-z5rrp,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
56,lmp-2-8-size-6-2-2-2-2-ndmj5,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
57,lmp-2-8-size-6-2-2-2-3-g6tnb,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
58,lmp-2-8-size-6-2-2-2-4-g5qxb,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
59,lmp-2-8-size-6-2-2-2-5-fhbp9,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:59Z,41,static-max-size
